,Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
35,Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,77.14146341,77.03414634
36,Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.27857754,79.4261586,79.85600402,80.09975244,80.30278009999999,80.50339184,80.74663191,81.23265042,81.22695026,81.51281991,81.93487440000001
37,Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.97261847,74.13432567,74.62863946,74.98461502,75.24121523,75.63329431,75.92165795,76.43333756,76.57856007,76.89108021,77.20707533
38,Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.37862056,68.51023381,69.13089943,69.63226537,69.9237441,70.5178809,70.81947315,71.38026786,71.70260198,72.09297156,72.29512938
39,European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.19296345,78.36481648,78.73895726,78.96821226,79.1830529,79.44111941,79.72474962,80.23976651,80.25109831,80.53255827,80.92222407
40,Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.31768293,68.49178049,68.668,68.84590244,69.02702439,69.20885366,69.39085366,69.56951219999999,69.74373171,69.91143902,70.07112195
41,Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.71463415,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,80.62682927,80.97560976,81.18048780000001
42,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268,82.2195122,82.67073171
43,"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.57173171,57.95658537,58.32831707,58.68456098,59.02295122,59.3435122,59.64573171,59.93056098,60.20139024,60.46217073,60.71385366
44,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.68048780000001,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.43658537,80.53902439,80.4902439,81.0902439
45,Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.17534146,58.65202439,59.15121951,59.64387805,60.10602439,60.52363415,60.89373171,61.22078049,61.52431707,61.82031707,62.11378049
46,Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,81.28536585,81.43658537
47,Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.3314878,69.65434146,69.97568293,70.30558537,70.65104878,71.01260976,71.38621951,71.75885366,72.11846341,72.45402439,72.76202439
48,Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.43390244,53.15692683,53.956243900000004,54.7575122,55.50158537,56.16356098,56.7432439,57.26065854,57.76112195,58.27960976,58.82490244
49,Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.05104878,53.32190244,53.6232439,53.94780488,54.28668293,54.63819512,55.00053659,55.37365854,55.75778049,56.14965854,56.54821951
50,Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.60455923,55.34084123,56.09826368,56.85666492,57.59680361,58.30389402,58.96646682,59.57860688,60.14651181,60.67593748,61.16724084
51,High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.60094158,78.69842454,79.00269464,79.23508611,79.38339134,79.66030739,79.84218174,80.08194663,80.19796792,80.38083470000001,80.61483831
52,Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.29282927,71.48217073,71.67297561,71.85926829,72.04102439,72.21829268,72.39504878,72.57278049,72.75399999999999,72.93970732,73.12990244
53,Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463
54,Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.99756098,81.50243902,81.15853659,81.45365854,81.6097561,81.75121951,81.89756098,82.35853659,82.91707317,82.06097561,82.86097561
55,India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.15839024,64.56009756,64.97090244,65.3897561,65.81065854,66.23017073,66.63992683,67.03165854,67.40007317,67.73934146,68.05002439
56,Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.97487805,67.16856098,67.3684878,67.56973171,67.76829268,67.96314634,68.15273171,68.33741463,68.51758537,68.69512195,68.8684878
57,"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.59363415,71.93070732,72.28363415,72.66321951,73.07309756,73.50919512,73.95619512,74.39460976,74.80282927,75.16541463,75.47819512
58,Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.84634146,81.0,81.34878049
59,Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.14634146,80.15121951,80.55365854,80.50487805,80.95121951,81.40487805,81.60243902,81.65609756,81.70487805,82.05609756,82.15365854
60,Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.6902439,83.0902439
61,Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.15560976,73.42802439,73.71512195,74.00878049,74.30043902,74.58253659,74.8464878,75.0852439,75.29982927,75.49026829,75.65853659
62,Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.0302439,81.92512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122,83.58780488
63,Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.4737561,72.63890244,72.80156098,72.96219512,73.12229268,73.28085366,73.43839024,73.59390244,73.74690244,73.89692683,74.04495122
64,Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.88780488,65.9097561,66.16097561,66.50487805,67.02195122,68.42926829,68.29536585,68.98,69.61,70.45,71.62
65,Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.47895122,55.78021951,57.22797561,58.73907317,60.22856098,61.63163415,62.88814634,63.96058537,64.85992683,65.60307317,66.19414634
66,"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.84658537,78.43268293,78.96926829,79.34951219999999,79.83268293,80.29731707,80.55121951,80.96707317,81.21341463,81.70512195,82.15585366
67,Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.59597561,73.66514634,73.74121951,73.82514634,73.91887805,74.02143902,74.13285366,74.25165854,74.37441463,74.49868293,74.6234878
68,Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.67156077,72.93461145,73.19071497,73.44009847,73.68192639,73.92526865,74.16438652,74.39995913,74.62757504,74.848883,75.06371707
69,Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.47454842,72.74393402,73.00611736,73.26252817,73.51496587,73.76332564,74.00789206,74.24702414,74.47922841,74.70349166,74.92018456
70,Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878,73.98292683,74.12439024
71,Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.00044906,58.63727333,59.28447956,59.93060337,60.56390493,61.17491514,61.75359909,62.29236486,62.79193465,63.25377625,63.67757136
72,Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.94846341,46.38702439,47.12468293,48.02319512,48.95743902,49.85380488,50.66121951,51.36119512,51.98656098,52.56502439,53.09321951
73,Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.85716377,67.1800052,67.53803377,67.88503967,68.21289415,68.55521334,68.86513362,69.17862416,69.45985393,69.72966133,69.97035579
74,Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.84602026,55.58465239,56.34193117,57.10391636,57.85569003,58.58318768,59.27368388,59.91839028,60.51870252,61.07649225,61.59026379
75,Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.09121385,64.43795562,64.79907534,65.16581905,65.52903001,65.90151693,66.26247496,66.59661259,66.90478931,67.19332042,67.45876614
76,Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.72870732,61.18729268,61.62387805,62.05153659,62.48031707,62.9152439,63.35780488,63.80546341,64.24912195,64.6817561,65.10131707
77,Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.67129268,49.77156098,51.08,52.53926829,54.08012195,55.64270732,57.1562439,58.55736585,59.81473171,60.90643902,61.81660976
78,Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.40997561,73.52268293,73.6404878,73.77243902,73.92456098,74.09787805,74.28685366,74.48643902,74.68556098,74.87565854,75.05370732
79,Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.68563415,74.3787561,74.94673171,75.39302439,75.73070732,75.97653659,76.15690244,76.30631707,76.45743902,76.63595122,76.85587805
80,Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.20809756,52.04070732,52.82126829,53.53429268,54.17431707,54.73629268,55.229756099999996,55.67463415,56.10243902,56.53612195,56.98670732
81,Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.27674797,72.43219512,72.43219512,72.57073171,72.57073171,72.88243902,72.96731707,73.26682927,73.86341463,74.01707317,74.19439024
82,Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.1154878,75.28209756,75.43978049,75.59043902,75.7375122,75.88346341,76.03385366,76.19019512,76.35358537,76.52307317,76.69917073
83,Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.87790537,71.12919398,71.3849684,71.62518569,71.86372716,72.09286546,72.306228,72.50923435,72.71107939,72.92047395,73.12388055
84,Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.34787077,70.60909369,70.86453907,71.11015676,71.34210949,71.5611842,71.76968311,71.97338721,72.17691421,72.38275192,72.58932144
85,Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.03095985,68.33088635,68.66662559,68.9887853,69.28978248,69.60824126,69.89393032,70.18768581,70.44968286,70.70287366,70.92783423
86,Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.54973171,67.70380488,67.90602439,68.18726829,68.5585122,69.0102439,69.51065854,70.01592683,70.47831707,70.86456098,71.16168293
87,Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.80856098,71.39285366,71.96785366,72.5202439,73.03812195,73.51346341,73.94107317,74.32024390000001,74.66065854,74.97014634,75.25514634
88,Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.58304878,51.278999999999996,51.99212195,52.695512199999996,53.36678049,54.000512199999996,54.601756099999996,55.18758537,55.77653659,56.37960976,56.99434146
89,Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.4107561,53.48880488,53.90246341,54.62463415,55.60134146,56.77773171,58.07460976,59.40392683,60.68470732,61.84543902,62.83892683
90,Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.09512195,79.34634146,79.69756098,80.09756098,80.25121951,80.54878049,80.70243902,81.20487805,81.10487805,81.30487805,81.70731707
91,New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.54878049,79.85121951,80.04878049,80.15121951,80.35121951,80.70243902,80.70243902,80.90487805,81.15609756,81.40731707,81.40487805
92,Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.44290244,71.83858537,72.21504878,72.57621951,72.925,73.26387805,73.59234146,73.90736585,74.20946341,74.49809756,74.77278049
93,Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.42778049,53.12241463,53.84682927,54.59456098,55.35312195,56.11004878,56.84541463,57.53629268,58.1702439,58.73880488,59.2405122
94,Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.71078049,48.23836585,48.79285366,49.34626829,49.87756098,50.37573171,50.83726829,51.26968293,51.6904878,52.11270732,52.54134146
